START 1430403213615
fragment results first_time total_time first_http total_http
http://localhost:3000/dbpedia2014-default 366 3127 210366 780 59851
http://localhost:3000/dbpedia2014-default 367 3127 210446 780 59872
http://localhost:3000/dbpedia2014-default 368 3127 210464 780 59877
http://localhost:3000/dbpedia2014-default 369 3127 217025 780 61551
http://localhost:3000/dbpedia2014-default 370 3127 217025 780 61551
http://localhost:3000/dbpedia2014-default 371 3127 217025 780 61551
http://localhost:3000/dbpedia2014-default 372 3127 217025 780 61551
http://localhost:3000/dbpedia2014-default 373 3127 217025 780 61551
http://localhost:3000/dbpedia2014-default 374 3127 217105 780 61576
http://localhost:3000/dbpedia2014-default 375 3127 217106 780 61576
http://localhost:3000/dbpedia2014-default 376 3127 217127 780 61584
http://localhost:3000/dbpedia2014-default 377 3127 217184 780 61600
http://localhost:3000/dbpedia2014-default 378 3127 217200 780 61604
http://localhost:3000/dbpedia2014-default 379 3127 218595 780 61980
http://localhost:3000/dbpedia2014-default 380 3127 218615 780 61984
http://localhost:3000/dbpedia2014-default 381 3127 218624 780 61986
http://localhost:3000/dbpedia2014-default 382 3127 218638 780 61990
http://localhost:3000/dbpedia2014-default 383 3127 218700 780 61999
http://localhost:3000/dbpedia2014-default 384 3127 218735 780 62010
http://localhost:3000/dbpedia2014-default 385 3127 218738 780 62010
http://localhost:3000/dbpedia2014-default 386 3127 218748 780 62010
http://localhost:3000/dbpedia2014-default 387 3127 220272 780 62510
http://localhost:3000/dbpedia2014-default 388 3127 220676 780 62635
http://localhost:3000/dbpedia2014-default 389 3127 220677 780 62635
http://localhost:3000/dbpedia2014-default 390 3127 220692 780 62635
http://localhost:3000/dbpedia2014-default 391 3127 220692 780 62635
http://localhost:3000/dbpedia2014-default 392 3127 220972 780 62712
http://localhost:3000/dbpedia2014-default 393 3127 220973 780 62712
http://localhost:3000/dbpedia2014-default 394 3127 221014 780 62712
http://localhost:3000/dbpedia2014-default 395 3127 223398 780 63491
http://localhost:3000/dbpedia2014-default 396 3127 223437 780 63503
http://localhost:3000/dbpedia2014-default 397 3127 223618 780 63548
http://localhost:3000/dbpedia2014-default 398 3127 225258 780 64085
http://localhost:3000/dbpedia2014-default 399 3127 225258 780 64085
http://localhost:3000/dbpedia2014-default 400 3127 225258 780 64085
http://localhost:3000/dbpedia2014-default 401 3127 225259 780 64085
http://localhost:3000/dbpedia2014-default 402 3127 226396 780 64370
http://localhost:3000/dbpedia2014-default 403 3127 226447 780 64380
http://localhost:3000/dbpedia2014-default 404 3127 226448 780 64380
http://localhost:3000/dbpedia2014-default 405 3127 226449 780 64380
http://localhost:3000/dbpedia2014-default 406 3127 226451 780 64380
http://localhost:3000/dbpedia2014-default 407 3127 226452 780 64380
http://localhost:3000/dbpedia2014-default 408 3127 226565 780 64391
http://localhost:3000/dbpedia2014-default 409 3127 226577 780 64395
http://localhost:3000/dbpedia2014-default 410 3127 226581 780 64395
http://localhost:3000/dbpedia2014-default 411 3127 226596 780 64399
http://localhost:3000/dbpedia2014-default 412 3127 226605 780 64403
http://localhost:3000/dbpedia2014-default 413 3127 226616 780 64404
http://localhost:3000/dbpedia2014-default 414 3127 227199 780 64593
http://localhost:3000/dbpedia2014-default 415 3127 227397 780 64653
http://localhost:3000/dbpedia2014-default 416 3127 227502 780 64676
http://localhost:3000/dbpedia2014-default 417 3127 228208 780 64893
http://localhost:3000/dbpedia2014-default 418 3127 228257 780 64906
http://localhost:3000/dbpedia2014-default 419 3127 228291 780 64915
http://localhost:3000/dbpedia2014-default 420 3127 228355 780 64933
http://localhost:3000/dbpedia2014-default 421 3127 228357 780 64933
http://localhost:3000/dbpedia2014-default 422 3127 228398 780 64945
http://localhost:3000/dbpedia2014-default 423 3127 228416 780 64950
http://localhost:3000/dbpedia2014-default 424 3127 228435 780 64955
http://localhost:3000/dbpedia2014-default 425 3127 228505 780 64970
http://localhost:3000/dbpedia2014-default 426 3127 228558 780 64981
http://localhost:3000/dbpedia2014-default 427 3127 228580 780 64986
http://localhost:3000/dbpedia2014-default 428 3127 228603 780 64992
http://localhost:3000/dbpedia2014-default 429 3127 228629 780 64998
http://localhost:3000/dbpedia2014-default 430 3127 228666 780 65009
http://localhost:3000/dbpedia2014-default 431 3127 228669 780 65009
http://localhost:3000/dbpedia2014-default 432 3127 228673 780 65009
http://localhost:3000/dbpedia2014-default 433 3127 228757 780 65031
http://localhost:3000/dbpedia2014-default 434 3127 231423 780 65734
